ID,Porter,Snow,Lancaster
3280,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
2962,want to know how to do text messag . refer him to web site .,want to know how to do text messag . refer him to web site .,want to know how to do text mess . refer him to web sit .
104,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
1498,need help figur out hi bill . I explain our minut charg .,need help figur out his bill . i explain our minut charg .,nee help fig out his bil . i explain our minut charg .
3269,call about new plan . might switch soon . want more minut .,call about new plan . might switch soon . want more minut .,cal about new plan . might switch soon . want mor minut .
2678,want a new number becaus he keep on get call for a mr. napeleon leroy .,want a new number becaus he keep on get call for a mr. napeleon leroy .,want a new numb becaus he keep on get cal for a mr. napeleon leroy .
1160,get realli bad recept with hi handset . hope thi will improv in the near futur . want to know if thi would improv if he switch to 3g .,get realli bad recept with his handset . hope this will improv in the near futur . want to know if this would improv if he switch to 3g .,get real bad receiv with his handset . hop thi wil improv in the near fut . want to know if thi would improv if he switch to 3g .
3329,ask how to disabl call wait . refer him to web site .,ask how to disabl call wait . refer him to web site .,ask how to dis cal wait . refer him to web sit .
3800,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest store locat . want to buy addit accessori .,want to know the nearest stor loc . want to buy addit access .
1639,cant get hi call forward to work . I should him how and how to get a coupl of other featur to work . I also point him to the web site .,cant get his call forward to work . i should him how and how to get a coupl of other featur to work . i also point him to the web site .,cant get his cal forward to work . i should him how and how to get a coupl of oth feat to work . i also point him to the web sit .
